,_index,uid,instance_type,instance_category,instance_generation,release_month,release_year,product_page,announcement_url,date,Instance,Memory (GiB),Processor,vCPUs,CPU cores,Threads per core,Accelerator count,Accelerators,Accelerator memory,category
242,252,d5070dfd9e9d0c09,r5n.2xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.2xlarge,64.0,Intel Xeon Platinum 8259,8,4,2,,,,memory
243,253,b6fc9590d930e74a,r5n.4xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.4xlarge,128.0,Intel Xeon Platinum 8259,16,8,2,,,,memory
244,254,47cd5dc40290d7a6,r5n.8xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.8xlarge,256.0,Intel Xeon Platinum 8259,32,16,2,,,,memory
245,255,4bcb2b7da9a7afba,r5n.12xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.12xlarge,384.0,Intel Xeon Platinum 8259,48,24,2,,,,memory
246,256,60309bc445f309e2,r5n.16xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.16xlarge,512.0,Intel Xeon Platinum 8259,64,32,2,,,,memory
247,257,2488d57b66ff9045,r5n.24xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.24xlarge,768.0,Intel Xeon Platinum 8259,96,48,2,,,,memory
248,258,4ec9f24352ae2234,r5dn.xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.xlarge,32.0,Intel Xeon Platinum 8259,4,2,2,,,,memory
249,259,066bb9088b6e4413,r5dn.large,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.large,16.0,Intel Xeon Platinum 8259,2,1,2,,,,memory
250,260,cec06ccfb02213f1,r5dn.2xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.2xlarge,64.0,Intel Xeon Platinum 8259,8,4,2,,,,memory
251,261,7d2c832919e7bd9c,r5dn.4xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.4xlarge,128.0,Intel Xeon Platinum 8259,16,8,2,,,,memory
252,262,347ff61cfcd6345f,r5dn.8xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.8xlarge,256.0,Intel Xeon Platinum 8259,32,16,2,,,,memory
253,263,f9f4c01abc5a7603,r5dn.12xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.12xlarge,384.0,Intel Xeon Platinum 8259,48,24,2,,,,memory
254,264,91af42b8f969ccf4,r5dn.16xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.16xlarge,512.0,Intel Xeon Platinum 8259,64,32,2,,,,memory
255,265,d201bb1b5ccef36a,r5dn.24xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5dn.24xlarge,768.0,Intel Xeon Platinum 8259,96,48,2,,,,memory
256,266,415ad2f749b18501,c5d.12xlarge,Compute Optimized,Current generation,November,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/11/introducing-new-instance-sizes-amazon-ec2-c5d-instances/,2019-11-01,c5d.12xlarge,96.0,2nd Gen Intel Xeon Platinum 8275CL,48,24,2,,,,compute
257,267,453363a2486007ac,c5d.24xlarge,Compute Optimized,Current generation,November,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/11/introducing-new-instance-sizes-amazon-ec2-c5d-instances/,2019-11-01,c5d.24xlarge,192.0,2nd Gen Intel Xeon Platinum 8275CL,96,48,2,,,,compute
258,268,a48a1529dc9ee7b4,c5d.metal,Compute Optimized,Current generation,November,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/11/introducing-new-instance-sizes-amazon-ec2-c5d-instances/,2019-11-01,c5d.metal,192.0,2nd Gen Intel Xeon Platinum 8275CL,96,48,2,,,,compute
259,269,00472865f4c1b464,inf1.xlarge,Accelerated Computing,Current generation,December,2019,https://aws.amazon.com/ec2/instance-types/inf1/,https://aws.amazon.com/about-aws/whats-new/2019/12/introducing-amazon-ec2-inf1-instances-high-performance-and-the-lowest-cost-machine-learning-inference-in-the-cloud/,2019-12-01,inf1.xlarge,8.0,Intel Xeon P-8259L,4,2,2,1.0,AWS Inferentia,8.0,accelerator
260,270,9d533e5511cd2bb4,inf1.2xlarge,Accelerated Computing,Current generation,December,2019,https://aws.amazon.com/ec2/instance-types/inf1/,https://aws.amazon.com/about-aws/whats-new/2019/12/introducing-amazon-ec2-inf1-instances-high-performance-and-the-lowest-cost-machine-learning-inference-in-the-cloud/,2019-12-01,inf1.2xlarge,16.0,Intel Xeon P-8259L,8,4,2,1.0,AWS Inferentia,8.0,accelerator
261,271,70d63b7306ce6078,inf1.6xlarge,Accelerated Computing,Current generation,December,2019,https://aws.amazon.com/ec2/instance-types/inf1/,https://aws.amazon.com/about-aws/whats-new/2019/12/introducing-amazon-ec2-inf1-instances-high-performance-and-the-lowest-cost-machine-learning-inference-in-the-cloud/,2019-12-01,inf1.6xlarge,48.0,Intel Xeon P-8259L,24,12,2,4.0,AWS Inferentia,8.0,accelerator
262,272,63b76874c900403d,inf1.24xlarge,Accelerated Computing,Current generation,December,2019,https://aws.amazon.com/ec2/instance-types/inf1/,https://aws.amazon.com/about-aws/whats-new/2019/12/introducing-amazon-ec2-inf1-instances-high-performance-and-the-lowest-cost-machine-learning-inference-in-the-cloud/,2019-12-01,inf1.24xlarge,192.0,Intel Xeon P-8259L,96,48,2,16.0,AWS Inferentia,8.0,accelerator
263,273,ed4e60bd304c2ba2,m6g.medium,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.medium,4.0,AWS Graviton2 Processor,1,1,1,,,,general
264,274,6ea5636bf34ec0f9,m6g.large,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.large,8.0,AWS Graviton2 Processor,2,2,1,,,,general
265,275,ef76696a1bd00b22,m6g.xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.xlarge,16.0,AWS Graviton2 Processor,4,4,1,,,,general
266,276,ba0215ecb04cd2b6,m6g.2xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.2xlarge,32.0,AWS Graviton2 Processor,8,8,1,,,,general
267,277,89e8d040db2a11fa,m6g.4xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.4xlarge,64.0,AWS Graviton2 Processor,16,16,1,,,,general
268,278,591eed3e24fb3e05,m6g.8xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.8xlarge,128.0,AWS Graviton2 Processor,32,32,1,,,,general
269,279,aa4f01e781fca549,m6g.12xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.12xlarge,192.0,AWS Graviton2 Processor,48,48,1,,,,general
270,280,d526d3ec5687b705,m6g.16xlarge,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.16xlarge,256.0,AWS Graviton2 Processor,64,64,1,,,,general
271,281,2225f115fe6f18cc,m6g.metal,General Purpose,Current generation,May,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/05/amazon-ec2-m6g-instances-powered-by-aws-graviton2-processors-generally-available/,2020-05-01,m6g.metal,256.0,AWS Graviton2 Processor,64,64,1,,,,general
272,282,b652457c0f36180d,c5a.large,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.large,4.0,2nd Gen AMD EPYC 7R32,2,1,2,,,,compute
273,283,3d94b807e5a41a0f,c5a.xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.xlarge,8.0,2nd Gen AMD EPYC 7R32,4,2,2,,,,compute
274,284,1dd353598f2d8414,c5a.2xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.2xlarge,16.0,2nd Gen AMD EPYC 7R32,8,4,2,,,,compute
275,285,17f9f5c3c9298595,c5a.4xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.4xlarge,32.0,2nd Gen AMD EPYC 7R32,16,8,2,,,,compute
276,286,281cf8b6d5475cdf,c5a.8xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.8xlarge,64.0,2nd Gen AMD EPYC 7R32,32,16,2,,,,compute
277,287,0f6b812a5da23b51,c5a.12xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.12xlarge,96.0,2nd Gen AMD EPYC 7R32,48,24,2,,,,compute
278,288,f3e56ba46551e039,c5a.16xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.16xlarge,128.0,2nd Gen AMD EPYC 7R32,64,32,2,,,,compute
279,289,c34a5ba0c20b298c,c5a.24xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2020/06/now-available-amazon-ec2-c5a-instances-featuring-2nd-generation-amd-epyc-processors/,2020-06-01,c5a.24xlarge,192.0,2nd Gen AMD EPYC 7R32,96,48,2,,,,compute
280,290,9bf19ac5ce0c2e06,g4dn.metal,Accelerated Computing,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2020/06/announcing-general-availability-amazon-ec2-g4dn-bare-metal-instances/,2020-06-01,g4dn.metal,384.0,Intel Xeon P-8259L,96,48,2,8.0,NVIDIA T4 GPU,16.0,accelerator
281,291,a9d882ca76d69f72,c6g.medium,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.medium,2.0,AWS Graviton2 Processor,1,1,1,,,,compute
282,292,b740be3076a87696,c6g.large,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.large,4.0,AWS Graviton2 Processor,2,2,1,,,,compute
283,293,9b10bd9cd94395b2,c6g.xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.xlarge,8.0,AWS Graviton2 Processor,4,4,1,,,,compute
284,294,1965561e4bd04ca0,c6g.2xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.2xlarge,16.0,AWS Graviton2 Processor,8,8,1,,,,compute
285,295,946778e1a65351ac,c6g.4xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.4xlarge,32.0,AWS Graviton2 Processor,16,16,1,,,,compute
286,296,5c9b0869161bef30,c6g.8xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.8xlarge,64.0,AWS Graviton2 Processor,32,32,1,,,,compute
287,297,df82aa351271b202,c6g.12xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.12xlarge,96.0,AWS Graviton2 Processor,48,48,1,,,,compute
288,298,734038d7594de57f,c6g.16xlarge,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.16xlarge,128.0,AWS Graviton2 Processor,64,64,1,,,,compute
289,299,4d22b1baa20fb4ed,c6g.metal,Compute Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/c6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,c6g.metal,128.0,AWS Graviton2 Processor,64,64,1,,,,compute
290,300,245c83bb82fb269e,r6g.medium,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.medium,8.0,AWS Graviton2 Processor,1,1,1,,,,memory
291,301,c9660ba510614747,r6g.large,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.large,16.0,AWS Graviton2 Processor,2,2,1,,,,memory
292,302,d744548a5e65bddb,r6g.xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.xlarge,32.0,AWS Graviton2 Processor,4,4,1,,,,memory
293,303,89aba5a4b001bae6,r6g.2xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.2xlarge,64.0,AWS Graviton2 Processor,8,8,1,,,,memory
294,304,0f74c255bb5010c4,r6g.4xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.4xlarge,128.0,AWS Graviton2 Processor,16,16,1,,,,memory
295,305,dd2a489443af43d5,r6g.8xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.8xlarge,256.0,AWS Graviton2 Processor,32,32,1,,,,memory
296,306,db9c90668f801d5c,r6g.12xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.12xlarge,384.0,AWS Graviton2 Processor,48,48,1,,,,memory
297,307,52cc754ae11769e9,r6g.16xlarge,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.16xlarge,512.0,AWS Graviton2 Processor,64,64,1,,,,memory
298,308,3ce154d2e6e56657,r6g.metal,Memory Optimized,Current generation,June,2020,https://aws.amazon.com/ec2/instance-types/r6/,https://aws.amazon.com/about-aws/whats-new/2020/06/amazon-ec2-c6g-r6g-instances-amazon-graviton2-processors-generally-available/,2020-06-01,r6g.metal,512.0,AWS Graviton2 Processor,64,64,1,,,,memory
299,309,df884b335f8c2457,m6gd.medium,General Purpose,Current generation,July,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/07/announcing-new-amazon-ec2-instances-powered-aws-graviton2-processors/,2020-07-01,m6gd.medium,4.0,AWS Graviton2 Processor,1,1,1,,,,general
300,310,47f361d5c2752343,m6gd.large,General Purpose,Current generation,July,2020,https://aws.amazon.com/ec2/instance-types/m6/,https://aws.amazon.com/about-aws/whats-new/2020/07/announcing-new-amazon-ec2-instances-powered-aws-graviton2-processors/,2020-07-01,m6gd.large,8.0,AWS Graviton2 Processor,2,2,1,,,,general
