,_index,uid,instance_type,instance_category,instance_generation,release_month,release_year,product_page,announcement_url,date,Instance,Memory (GiB),Processor,vCPUs,CPU cores,Threads per core,Accelerator count,Accelerators,Accelerator memory,category
583,593,1c9d9444401144a3,r6in.12xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6in.12xlarge,384.0,Intel Xeon Ice Lake,48,24,2,,,,memory
584,594,acc0964e225c13fa,r6in.16xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6in.16xlarge,512.0,Intel Xeon Ice Lake,64,32,2,,,,memory
585,595,dbe6ab0e28c780ca,r6in.24xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6in.24xlarge,768.0,Intel Xeon Ice Lake,96,48,2,,,,memory
586,596,74b779c041fda105,r6in.32xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6in.32xlarge,1024.0,Intel Xeon Ice Lake,128,64,2,,,,memory
587,597,6c157074ba561dd4,r6idn.large,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.large,16.0,Intel Xeon Ice Lake,2,1,2,,,,memory
588,598,a17837445be76381,r6idn.xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.xlarge,32.0,Intel Xeon Ice Lake,4,2,2,,,,memory
589,599,4a257b9d58764090,r6idn.2xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.2xlarge,64.0,Intel Xeon Ice Lake,8,4,2,,,,memory
590,600,cf1d6ffa819d6673,r6idn.4xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.4xlarge,128.0,Intel Xeon Ice Lake,16,8,2,,,,memory
591,601,55cc28be7ef33392,r6idn.8xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.8xlarge,256.0,Intel Xeon Ice Lake,32,16,2,,,,memory
592,602,a846a51f679a5260,r6idn.12xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.12xlarge,384.0,Intel Xeon Ice Lake,48,24,2,,,,memory
593,603,a63bcec1b5777a48,r6idn.16xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.16xlarge,512.0,Intel Xeon Ice Lake,64,32,2,,,,memory
594,604,2dc229feb177a85b,r6idn.24xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.24xlarge,768.0,Intel Xeon Ice Lake,96,48,2,,,,memory
595,605,e0748c162ede91c2,r6idn.32xlarge,Memory Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-ec2-m6in-m6idn-r6in-r6idn-network-optimized-instances/,2022-11-01,r6idn.32xlarge,1024.0,Intel Xeon Ice Lake,128,64,2,,,,memory
596,606,0ff9e60a113d3fbf,c6in.large,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.large,4.0,Intel Xeon Ice Lake,2,1,2,,,,compute
597,607,2173fe4eee4f95e0,c6in.xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.xlarge,8.0,Intel Xeon Ice Lake,4,2,2,,,,compute
598,608,ccd6858f427374cd,c6in.2xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.2xlarge,16.0,Intel Xeon Ice Lake,8,4,2,,,,compute
599,609,f6fb9978e6fc7abc,c6in.4xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.4xlarge,32.0,Intel Xeon Ice Lake,16,8,2,,,,compute
600,610,51a993a67ec1d8a6,c6in.8xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.8xlarge,64.0,Intel Xeon Ice Lake,32,16,2,,,,compute
601,611,2ecb3cc547a7d1e5,c6in.12xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.12xlarge,96.0,Intel Xeon Ice Lake,48,24,2,,,,compute
602,612,718df2b3794f0f9b,c6in.16xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.16xlarge,128.0,Intel Xeon Ice Lake,64,32,2,,,,compute
603,613,61f1a186c495f5f2,c6in.24xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.24xlarge,192.0,Intel Xeon Ice Lake,96,48,2,,,,compute
604,614,b0227ae7e18442dc,c6in.32xlarge,Compute Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/introducing-amazon-ec2-c6in-instances/,2022-11-01,c6in.32xlarge,256.0,Intel Xeon Ice Lake,128,64,2,,,,compute
605,615,4a670b5a838a3cfc,hpc6id.32xlarge,HPC Optimized,Current generation,November,2022,https://aws.amazon.com/ec2/instance-types/hpc6i/,https://aws.amazon.com/about-aws/whats-new/2022/11/announcing-amazon-ec2-hpc6id-instances/,2022-11-01,hpc6id.32xlarge,1024.0,Intel Xeon Ice Lake,64,64,1,,,,hpc
606,616,9bdf697f2cee3086,c7g.metal,Compute Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-c7g-metal-instances-available/,2023-02-01,c7g.metal,128.0,AWS Graviton3 Processor,64,64,1,,,,compute
607,617,65460380b4a4a363,m7g.medium,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.medium,4.0,AWS Graviton3 Processor,1,1,1,,,,general
608,618,03e7aaabf1597eb2,m7g.large,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.large,8.0,AWS Graviton3 Processor,2,2,1,,,,general
609,619,21699fe3ecdef6a2,m7g.xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.xlarge,16.0,AWS Graviton3 Processor,4,4,1,,,,general
610,620,ad2c9254bdc2c005,m7g.2xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.2xlarge,32.0,AWS Graviton3 Processor,8,8,1,,,,general
611,621,7fdba34059327ac3,m7g.4xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.4xlarge,64.0,AWS Graviton3 Processor,16,16,1,,,,general
612,622,fcdacf0ab3582162,m7g.8xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.8xlarge,128.0,AWS Graviton3 Processor,32,32,1,,,,general
613,623,ef0c717301109f47,m7g.12xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.12xlarge,192.0,AWS Graviton3 Processor,48,48,1,,,,general
614,624,d0226127db410fb3,m7g.16xlarge,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.16xlarge,256.0,AWS Graviton3 Processor,64,64,1,,,,general
615,625,e23f2e8d927fa6e0,m7g.metal,General Purpose,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,m7g.metal,256.0,AWS Graviton3 Processor,64,64,1,,,,general
616,626,b6efdeddd11de3a3,r7g.medium,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.medium,8.0,AWS Graviton3 Processor,1,1,1,,,,memory
617,627,2993d3d4cbaf2c8a,r7g.large,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.large,16.0,AWS Graviton3 Processor,2,2,1,,,,memory
618,628,9edd637ce5d60f27,r7g.xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.xlarge,32.0,AWS Graviton3 Processor,4,4,1,,,,memory
619,629,8cb7c77699f88516,r7g.2xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.2xlarge,64.0,AWS Graviton3 Processor,8,8,1,,,,memory
620,630,25f1c7437b19d556,r7g.4xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.4xlarge,128.0,AWS Graviton3 Processor,16,16,1,,,,memory
621,631,d1003914331fb0ec,r7g.8xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.8xlarge,256.0,AWS Graviton3 Processor,32,32,1,,,,memory
622,632,a7f69dfd0eafd53d,r7g.12xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.12xlarge,384.0,AWS Graviton3 Processor,48,48,1,,,,memory
623,633,9fa9d53cca747e3d,r7g.16xlarge,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.16xlarge,512.0,AWS Graviton3 Processor,64,64,1,,,,memory
624,634,066d3da9a5866c0b,r7g.metal,Memory Optimized,Current generation,February,2023,https://aws.amazon.com/ec2/instance-types/r7g/,https://aws.amazon.com/about-aws/whats-new/2023/02/amazon-ec2-m7g-r7g-instances/,2023-02-01,r7g.metal,512.0,AWS Graviton3 Processor,64,64,1,,,,memory
625,635,4b3b867f2e82152f,c6in.metal,Compute Optimized,Current generation,March,2023,https://aws.amazon.com/ec2/instance-types/c6i/,https://aws.amazon.com/about-aws/whats-new/2023/03/amazon-ec2-c6in-m6in-m6idn-r6in-r6idn-metal-instances/,2023-03-01,c6in.metal,256.0,Intel Xeon Ice Lake,128,64,2,,,,compute
626,636,7246eaa0f09f9d32,m6in.metal,General Purpose,Current generation,March,2023,https://aws.amazon.com/ec2/instance-types/m6i/,https://aws.amazon.com/about-aws/whats-new/2023/03/amazon-ec2-c6in-m6in-m6idn-r6in-r6idn-metal-instances/,2023-03-01,m6in.metal,512.0,Intel Xeon Ice Lake,128,64,2,,,,general
627,637,3c40811fdbea3fc8,m6idn.metal,General Purpose,Current generation,March,2023,https://aws.amazon.com/ec2/instance-types/m6i/,https://aws.amazon.com/about-aws/whats-new/2023/03/amazon-ec2-c6in-m6in-m6idn-r6in-r6idn-metal-instances/,2023-03-01,m6idn.metal,512.0,Intel Xeon Ice Lake,128,64,2,,,,general
628,638,89d352fe437cd845,r6in.metal,Memory Optimized,Current generation,March,2023,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2023/03/amazon-ec2-c6in-m6in-m6idn-r6in-r6idn-metal-instances/,2023-03-01,r6in.metal,1024.0,Intel Xeon Ice Lake,128,64,2,,,,memory
629,639,d9d7cdf818657fa4,r6idn.metal,Memory Optimized,Current generation,March,2023,https://aws.amazon.com/ec2/instance-types/r6i/,https://aws.amazon.com/about-aws/whats-new/2023/03/amazon-ec2-c6in-m6in-m6idn-r6in-r6idn-metal-instances/,2023-03-01,r6idn.metal,1024.0,Intel Xeon Ice Lake,128,64,2,,,,memory
630,640,0dbd63b90c1405d8,trn1n.32xlarge,Accelerated Computing,Current generation,April,2023,https://aws.amazon.com/ec2/instance-types/trn1/,https://aws.amazon.com/about-aws/whats-new/2023/04/amazon-ec2-trn1n-instances-network-ai-models/,2023-04-01,trn1n.32xlarge,512.0,Intel Xeon Ice Lake,128,64,2,16.0,AWS Trainium,32.0,accelerator
631,641,14767bdb9c825f59,inf2.xlarge,Accelerated Computing,Current generation,April,2023,https://aws.amazon.com/ec2/instance-types/inf2/,https://aws.amazon.com/about-aws/whats-new/2023/04/amazon-ec2-inf2-instances-generative-ai-generally-available/,2023-04-01,inf2.xlarge,16.0,AMD EPYC 7R13,4,2,2,1.0,AWS Inferentia2,32.0,accelerator
632,642,0cec104c09b6ca86,inf2.8xlarge,Accelerated Computing,Current generation,April,2023,https://aws.amazon.com/ec2/instance-types/inf2/,https://aws.amazon.com/about-aws/whats-new/2023/04/amazon-ec2-inf2-instances-generative-ai-generally-available/,2023-04-01,inf2.8xlarge,128.0,AMD EPYC 7R13,32,16,2,1.0,AWS Inferentia2,32.0,accelerator
633,643,0d417f7d18756eee,inf2.24xlarge,Accelerated Computing,Current generation,April,2023,https://aws.amazon.com/ec2/instance-types/inf2/,https://aws.amazon.com/about-aws/whats-new/2023/04/amazon-ec2-inf2-instances-generative-ai-generally-available/,2023-04-01,inf2.24xlarge,384.0,AMD EPYC 7R13,96,48,2,6.0,AWS Inferentia2,32.0,accelerator
634,644,8e20f4832185ac8b,inf2.48xlarge,Accelerated Computing,Current generation,April,2023,https://aws.amazon.com/ec2/instance-types/inf2/,https://aws.amazon.com/about-aws/whats-new/2023/04/amazon-ec2-inf2-instances-generative-ai-generally-available/,2023-04-01,inf2.48xlarge,768.0,AMD EPYC 7R13,192,96,2,12.0,AWS Inferentia2,32.0,accelerator
635,645,8af72f0c699d9b70,i4g.large,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.large,16.0,AWS Graviton2 Processor,2,2,1,,,,storage
636,646,151ed384909a811f,i4g.xlarge,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.xlarge,32.0,AWS Graviton2 Processor,4,4,1,,,,storage
637,647,ae09b95ec9b122cd,i4g.2xlarge,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.2xlarge,64.0,AWS Graviton2 Processor,8,8,1,,,,storage
638,648,dd93769e177caee3,i4g.4xlarge,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.4xlarge,128.0,AWS Graviton2 Processor,16,16,1,,,,storage
639,649,7d2c8834ba6bb778,i4g.8xlarge,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.8xlarge,256.0,AWS Graviton2 Processor,32,32,1,,,,storage
640,650,756006afd7aa6be1,i4g.16xlarge,Storage Optimized,Current generation,May,2023,https://aws.amazon.com/ec2/instance-types/i4g/,https://aws.amazon.com/about-aws/whats-new/2023/05/amazon-ec2-i4g-storage-optimized-instances/,2023-05-01,i4g.16xlarge,512.0,AWS Graviton2 Processor,64,64,1,,,,storage
641,651,ccfdcd0ffc967cb2,hpc7g.4xlarge,HPC Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/hpc7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-hpc7g-instances/,2023-06-01,hpc7g.4xlarge,128.0,AWS Graviton3E Processor,16,16,1,,,,hpc
642,652,e08d15c73d17d2b4,hpc7g.8xlarge,HPC Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/hpc7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-hpc7g-instances/,2023-06-01,hpc7g.8xlarge,128.0,AWS Graviton3E Processor,32,32,1,,,,hpc
643,653,163187ca85082f0a,hpc7g.16xlarge,HPC Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/hpc7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-hpc7g-instances/,2023-06-01,hpc7g.16xlarge,128.0,AWS Graviton3E Processor,64,64,1,,,,hpc
644,654,22e24966334b791e,c7gn.medium,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.medium,2.0,AWS Graviton3E Processor,1,1,1,,,,compute
645,655,82836c7c5adee4ba,c7gn.large,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.large,4.0,AWS Graviton3E Processor,2,2,1,,,,compute
646,656,85c6e544b68884ca,c7gn.xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.xlarge,8.0,AWS Graviton3E Processor,4,4,1,,,,compute
647,657,61cf88ab7cb976f2,c7gn.2xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.2xlarge,16.0,AWS Graviton3E Processor,8,8,1,,,,compute
648,658,114444124e07d01c,c7gn.4xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.4xlarge,32.0,AWS Graviton3E Processor,16,16,1,,,,compute
649,659,5933e48927975ca3,c7gn.8xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.8xlarge,64.0,AWS Graviton3E Processor,32,32,1,,,,compute
650,660,964b6fc85f1b707f,c7gn.12xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.12xlarge,96.0,AWS Graviton3E Processor,48,48,1,,,,compute
651,661,b83b8a996456af04,c7gn.16xlarge,Compute Optimized,Current generation,June,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/06/amazon-ec2-c7gn-instances-general-availability/,2023-06-01,c7gn.16xlarge,128.0,AWS Graviton3E Processor,64,64,1,,,,compute
652,662,fc643d6d501d0f87,p5.48xlarge,Accelerated Computing,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/p5/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-p5-instances-generative-ai-hpc-generally-available/,2023-07-01,p5.48xlarge,2048.0,AMD EPYC 7R13,192,96,2,8.0,NVIDIA H100,80.0,accelerator
653,663,f6374b3e6abc101d,c7gd.medium,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.medium,2.0,AWS Graviton3 Processor,1,1,1,,,,compute
654,664,4beb2af5fbc01a5e,c7gd.large,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.large,4.0,AWS Graviton3 Processor,2,2,1,,,,compute
655,665,fbb0c3e6fde7eaa8,c7gd.xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.xlarge,8.0,AWS Graviton3 Processor,4,4,1,,,,compute
656,666,322efdea20867dc0,c7gd.2xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.2xlarge,16.0,AWS Graviton3 Processor,8,8,1,,,,compute
657,667,bc0451c3d0aface7,c7gd.4xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.4xlarge,32.0,AWS Graviton3 Processor,16,16,1,,,,compute
658,668,19bd25578e6d8988,c7gd.8xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.8xlarge,64.0,AWS Graviton3 Processor,32,32,1,,,,compute
659,669,4325e0939d933a96,c7gd.12xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.12xlarge,96.0,AWS Graviton3 Processor,48,48,1,,,,compute
660,670,bff337750659630a,c7gd.16xlarge,Compute Optimized,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/c7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,c7gd.16xlarge,128.0,AWS Graviton3 Processor,64,64,1,,,,compute
661,671,092875e1edcc2aac,m7gd.medium,General Purpose,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,m7gd.medium,4.0,AWS Graviton3 Processor,1,1,1,,,,general
662,672,ce310e26c5030e0e,m7gd.large,General Purpose,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,m7gd.large,8.0,AWS Graviton3 Processor,2,2,1,,,,general
663,673,9abd8be7da91b359,m7gd.xlarge,General Purpose,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,m7gd.xlarge,16.0,AWS Graviton3 Processor,4,4,1,,,,general
664,674,011ee667a150d3ca,m7gd.2xlarge,General Purpose,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,m7gd.2xlarge,32.0,AWS Graviton3 Processor,8,8,1,,,,general
665,675,72bd6281fcf65f48,m7gd.4xlarge,General Purpose,Current generation,July,2023,https://aws.amazon.com/ec2/instance-types/m7g/,https://aws.amazon.com/about-aws/whats-new/2023/07/amazon-ec2-c7gd-m7gd-r7gd-instances/,2023-07-01,m7gd.4xlarge,64.0,AWS Graviton3 Processor,16,16,1,,,,general
